"V1","V2","V3","V4","V5","V6"
-1.90908232954606,-2.10650250900182,-3.05101518372634,-2.62946182236634,1.61561031772944,-2.63700387138865
0.121189817835231,-1.51442621170597,-0.67003496378091,2.32335298225279,-2.39771049528174,-1.32481752602632
-1.7677090202898,-1.30153059987878,-0.49178481128686,-1.79335438533952,1.26816580592431,0.655563749073004
-2.03204437407549,3.41233667738041,-0.606353231560503,-0.921410665191504,-3.03868439171682,-0.947876410561703
0.6901654306652,-5.22403046395931,-2.59939725159783,3.02524138634438,-0.989426010972123,-0.934849278482774
-0.864043020048211,-1.8970793068508,-0.465582155674901,3.35558839657886,1.83950474794529,-0.212690475253176
0.404384954704328,-0.914201981152671,2.42639198636751,-1.90520756060024,-0.285492505829015,-0.246483756180092
-5.4403499446896,-0.242949997546496,-2.09375724135345,1.86574956728148,-2.6162810405511,0.184446614987443
-0.743938296127824,-0.236417309483786,-2.49261977508188,0.344125771648699,-1.08230784259757,-0.843874297431758
-0.498820256503303,-3.85586579475396,-0.153366386968698,0.833348624557251,-1.60833132994711,-1.27143992468785
0.338711442241146,1.53458986554332,1.35794864754019,1.54779723728971,2.02330847678398,-3.72119150993272
4.67675503808431,3.96334212640647,0.776441026573919,0.48746531274723,0.726795974335502,-0.708027001032728
-1.50785838817107,2.21912689874892,1.40173430279393,0.440489150268416,-0.153986476753523,0.371517629990781
1.37651010710496,1.51738801539274,2.63514868011008,5.75684453493619,-1.47810224223076,-2.36335540410647
2.213450924455,3.44604715284377,1.22111407435333,1.5475518953492,-0.526032462810136,-1.46204577304531
-0.128917849189285,3.74233283416211,-1.83871504591139,1.61170207407199,-3.34013071123757,0.538686180709351
0.370477563015154,-0.762192468983468,-0.769177360719317,0.308680355030433,-1.91688768840676,1.78565893483933
-1.03130643914285,0.963969760668643,0.0916259018575028,-0.0434125135605046,3.50344333742735,-3.97209789920912
6.33998444191289,-2.30545454495548,1.22390661080795,-0.685502786135495,0.927647004892866,-1.49788999526835
-0.824686714096932,-0.215894058143997,-1.20943009871534,0.275496649765755,-0.762514235287491,0.819185494524621
-1.95729303661533,4.21570091081516,0.655742415718274,2.1478856213781,-4.0638281701875,1.73983605501619
0.677894869370742,0.241660668240275,-1.80950645336397,3.66844515050436,1.90805537848507,-0.616596785395048
3.56240282949145,-1.08682551930862,-2.71956778935851,3.09814412922831,1.11464039416178,-0.102906743353982
3.20906089689611,1.98650720504187,0.604319371345652,0.964063183524779,0.445658665470503,-2.70771249984269
-1.05157623473041,-0.496784852173746,-0.373629808340338,1.66918573279632,0.417886227163986,2.62215346137344
-0.937747188408938,1.07976895830728,2.56141818007994,-1.41554887897916,0.640381905278303,4.40861672951998
-1.70221492285901,-3.04392220271867,-2.96443897311337,4.90363144047744,1.66556832695622,-2.64356173357927
0.565282173056471,-1.41551938085689,0.76065534000911,1.06633177097045,0.403182566062654,0.670723012198326
1.45641787264144,-3.78921296986647,4.09284256310863,0.250557009951249,3.36646930385567,-1.76610118073256
2.13476002940578,0.579016569610397,-0.22121635115214,-3.51860201525302,1.68423225451523,0.624860829868111
1.73058126703338,-2.26568969724917,-1.60433373514244,1.55754135288615,-1.03824383580065,4.45889653359477
-1.53952160755215,-4.12913487613467,-0.397384942604705,2.64641933778992,3.96092305053758,-0.604203594752812
-1.63294653547198,-2.59350913157961,-0.254461606588337,1.84229136244456,2.26184069749838,-4.67571743162374
1.8315115763783,-1.9182082935096,2.77181384456691,-0.0842428636275629,-0.568366543150544,0.111203304585197
-1.46959465103721,-1.27714066963028,-0.0693034979474022,0.896911776532219,0.931039989392294,3.1407771416625
1.11778186742339,-0.798745629227503,-1.1180836291698,-4.25784879304208,-0.241379848810342,1.98503755392512
1.95989590654639,-4.50771697912616,-4.98050793984233,-0.473372782131324,-1.26595078179737,-0.807792171602493
0.45533675896754,-0.175478049836841,-0.317549324063072,1.44087216905084,2.30956152135157,-1.93441627514878
1.58537745778677,-1.77534533482419,-0.940379982595361,-2.86957041962752,2.26010181369407,3.83784430065375
-0.297289181093199,-1.8365759228569,0.333788999651328,0.425358002684846,-0.880573422847467,-2.23130099478271
0.735048068557777,0.0662914045104998,-0.175782012975279,-2.59345948752626,0.231395588571898,1.45535997527864
0.204345150426529,1.45157147218381,1.84627451266384,1.74707011918363,1.17864682115636,-0.654449633000486
-2.8524450400829,-1.36595774503869,2.67438817395633,-2.78193955030628,-3.36046551133187,2.31840232819534
3.56889244090555,-1.27353528699514,1.34810108320846,-2.98612718954747,1.80837539196128,-3.87280072216822
0.571751115138983,-0.770816452383118,0.924719666459481,-0.695940971293107,0.434985065699211,-2.25231598678351
2.14326808100135,-0.884012614858592,1.67959755901237,-1.06094847353666,-1.16512110202492,2.26414097056322
1.83925459330606,-1.21256509659765,-0.267432350901877,5.27440882695944,-0.154820448844476,3.26638243845235
0.519476463441634,3.36789140862484,2.01900748131742,0.797630869934468,2.73476484574396,-2.84721619325314
