"ID";"method";"file";"N";"M";"DIST";"kvar_obj";"kmeans_obj";"means_obj";"sd_obj"
"G3D9S8K0";"kplus";"N36_M4_uniform_G3D9S8K0";36;4;"uniform";0.746666395437153;10.847806705953;0.0249617139795899;0.0417821726508345
"G3D9S8K0";"random";"N36_M4_uniform_G3D9S8K0";36;4;"uniform";0.68415633119688;10.4365836951085;0.127717104824519;0.130737986962535
"G3K0X2B9";"ace-exchange";"N144_M4_uniform_G3K0X2B9";144;4;"uniform";3.32026710789424;48.8517900185307;0.00814684577118088;0.0152367213767878
"G3K0X2B9";"k-means-exchange";"N144_M4_uniform_G3K0X2B9";144;4;"uniform";3.25225511457521;48.8582693701918;0.00200793274173819;0.0500000094041948
"G3K0X2B9";"kplus";"N144_M4_uniform_G3K0X2B9";144;4;"uniform";3.32512642989478;48.8568685737617;0.00431817121312225;0.00652744161303669
"G3K0X2B9";"random";"N144_M4_uniform_G3K0X2B9";144;4;"uniform";3.21269920722534;47.1216491766138;0.115661687025244;0.054240168536065
"G4D8T9X2";"ace-exchange";"N36_M3_normal_G4D8T9X2";36;3;"normal";175.138366503292;114.598041294657;0.15371440571974;0.255315362514926
"G4D8T9X2";"k-means-exchange";"N36_M3_normal_G4D8T9X2";36;3;"normal";149.604756267583;114.938680215298;0.0565627064021788;0.646062576997724
"G4D8T9X2";"kplus";"N36_M3_normal_G4D8T9X2";36;3;"normal";178.734965697628;114.871806959699;0.0926014078472133;0.0636926030895784
"G4D8T9X2";"random";"N36_M3_normal_G4D8T9X2";36;3;"normal";149.551474839819;102.220702838466;0.858475323606219;0.675122342314912
"G4I3R9T6";"ace-exchange";"N300_M2_normal-wide_G4I3R9T6";300;2;"normal-wide";18179.4009795714;2382.75641779618;0.028478120393487;0.0428616832504124
"G4I3R9T6";"k-means-exchange";"N300_M2_normal-wide_G4I3R9T6";300;2;"normal-wide";17977.6808800418;2382.83106484712;0.00056391735003016;0.374031560303708
"G4I3R9T6";"kplus";"N300_M2_normal-wide_G4I3R9T6";300;2;"normal-wide";18182.1175053717;2382.83098265548;0.00102407163494799;0.000313802236610816
"G4I3R9T6";"random";"N300_M2_normal-wide_G4I3R9T6";300;2;"normal-wide";17966.720848212;2375.71098550875;0.289661979885269;0.326943843106398
"G4L1Y8A9";"ace-exchange";"N72_M4_normal-wide_G4L1Y8A9";72;4;"normal-wide";7592.84468985621;1124.78363142731;0.12315267856661;0.37405724321859
"G4L1Y8A9";"k-means-exchange";"N72_M4_normal-wide_G4L1Y8A9";72;4;"normal-wide";7527.72211419575;1125.41022958358;0.0420803491115984;0.503428899827542
"G4L1Y8A9";"kplus";"N72_M4_normal-wide_G4L1Y8A9";72;4;"normal-wide";7690.76505015946;1122.83513088067;0.238963394791613;0.0267533161601485
"G4L1Y8A9";"random";"N72_M4_normal-wide_G4L1Y8A9";72;4;"normal-wide";6973.25134191823;1090.27733051204;0.953192326831395;0.95390937303867
"G4P7E6B3";"ace-exchange";"N288_M2_normal_G4P7E6B3";288;2;"normal";1109.07249430208;555.098555172426;0.0139177449798743;0.0593107973520568
"G4P7E6B3";"k-means-exchange";"N288_M2_normal_G4P7E6B3";288;2;"normal";1084.97968724749;555.117788734882;0.000269544038107833;0.284178960603238
"G4P7E6B3";"kplus";"N288_M2_normal_G4P7E6B3";288;2;"normal";1110.14768242569;555.117785459644;0.000318768506863427;0.000280400881494058
"G4P7E6B3";"random";"N288_M2_normal_G4P7E6B3";288;2;"normal";1106.25584071192;551.920696629236;0.190540328685797;0.116320263053573
"G4R6D3E8";"ace-exchange";"N252_M3_uniform_G4R6D3E8";252;3;"uniform";4.39006361812071;66.1739826189075;0.00223673642834737;0.00508715842558747
"G4R6D3E8";"k-means-exchange";"N252_M3_uniform_G4R6D3E8";252;3;"uniform";4.31668889301637;66.1746496832034;0.000701965498072758;0.0390270967065864
"G4R6D3E8";"kplus";"N252_M3_uniform_G4R6D3E8";252;3;"uniform";4.39121750545699;66.1746380347621;0.000734741299378672;0.000977751861328276
"G4R6D3E8";"random";"N252_M3_uniform_G4R6D3E8";252;3;"uniform";4.33536055580015;65.0667990341433;0.0928875986910449;0.0385517276492091
"G6I0T2E4";"ace-exchange";"N84_M1_normal-wide_G6I0T2E4";84;1;"normal-wide";1143.67860309269;238.502280149839;0.129137073261584;0.234202967208689
"G6I0T2E4";"k-means-exchange";"N84_M1_normal-wide_G6I0T2E4";84;1;"normal-wide";1080.20902704373;238.700760113197;0.000185913328985821;0.808640748236714
"G6I0T2E4";"kplus";"N84_M1_normal-wide_G6I0T2E4";84;1;"normal-wide";1150.73748149691;238.700752104369;0.000886650471581152;0.000399308836159351
"G6I0T2E4";"random";"N84_M1_normal-wide_G6I0T2E4";84;1;"normal-wide";1141.28989697671;228.730017514998;0.89493571416652;0.22149387555109
"G6M3Q9R1";"ace-exchange";"N84_M1_normal-wide_G6M3Q9R1";84;1;"normal-wide";1177.36966517784;279.146509291793;0.100130479617227;0.297719745148975
"G6M3Q9R1";"k-means-exchange";"N84_M1_normal-wide_G6M3Q9R1";84;1;"normal-wide";1120.93255997283;279.257360889119;0.000211943518606289;0.715165907179126
"G6M3Q9R1";"kplus";"N84_M1_normal-wide_G6M3Q9R1";84;1;"normal-wide";1195.19164029396;279.257360200992;0.000346244129621948;0.000378960462573685
"G6M3Q9R1";"random";"N84_M1_normal-wide_G6M3Q9R1";84;1;"normal-wide";1117.68856309332;275.433976345496;0.570220043676442;0.66310096508352
"G9U1I4Q2";"ace-exchange";"N84_M1_normal_G9U1I4Q2";84;1;"normal";174.070224123036;95.0835554000687;0.0203121077533183;0.111474979852886
"G9U1I4Q2";"k-means-exchange";"N84_M1_normal_G9U1I4Q2";84;1;"normal";171.173579915632;95.0884313055688;0.000131555544759693;0.294440212729342
"G9U1I4Q2";"kplus";"N84_M1_normal_G9U1I4Q2";84;1;"normal";175.002286744549;95.0884268092026;0.000631949265987755;0.000310390211736067
"G9U1I4Q2";"random";"N84_M1_normal_G9U1I4Q2";84;1;"normal";174.491890045039;94.1662070048908;0.276387589248182;0.110876834135607
"H0D1N3W2";"ace-exchange";"N252_M1_normal_H0D1N3W2";252;1;"normal";612.772932426758;271.814473091892;0.0178161292031451;0.0302642717057464
"H0D1N3W2";"k-means-exchange";"N252_M1_normal_H0D1N3W2";252;1;"normal";592.563872610207;271.82800246009;3.79990616116051e-06;0.368503146581028
"H0D1N3W2";"kplus";"N252_M1_normal_H0D1N3W2";252;1;"normal";612.932961737015;271.828002460038;3.73713394029654e-06;8.67743021326639e-06
"H0D1N3W2";"random";"N252_M1_normal_H0D1N3W2";252;1;"normal";603.050826567606;251.868260475758;0.765755291017607;0.325786674529751
"H0F2C4T7";"ace-exchange";"N228_M1_normal_H0F2C4T7";228;1;"normal";338.702863591675;193.036987946967;0.0248814750474274;0.0252858391580963
"H0F2C4T7";"k-means-exchange";"N228_M1_normal_H0F2C4T7";228;1;"normal";338.16782603505;193.056195782954;3.6338241876932e-06;0.0596454078169116
"H0F2C4T7";"kplus";"N228_M1_normal_H0F2C4T7";228;1;"normal";338.781920904649;193.056195780178;1.01114925946943e-05;5.86881026831687e-06
"H0F2C4T7";"random";"N228_M1_normal_H0F2C4T7";228;1;"normal";334.339842387879;188.626754447726;0.373018970004929;0.15904431066217
"H1S6V2Z0";"ace-exchange";"N252_M3_normal-wide_H1S6V2Z0";252;3;"normal-wide";18867.8852087978;2883.47958626163;0.0211541519939722;0.0404201119556275
"H1S6V2Z0";"k-means-exchange";"N252_M3_normal-wide_H1S6V2Z0";252;3;"normal-wide";18550.1426017849;2883.53424583696;0.00206820748570404;0.434273528592674
"H1S6V2Z0";"kplus";"N252_M3_normal-wide_H1S6V2Z0";252;3;"normal-wide";18870.8464358036;2883.53019424854;0.00597689612055189;0.00215899043582716
"H1S6V2Z0";"random";"N252_M3_normal-wide_H1S6V2Z0";252;3;"normal-wide";18782.9653429395;2837.17185749975;0.628238039344999;0.224529281098429
"H1V5B8K0";"ace-exchange";"N108_M2_normal_H1V5B8K0";108;2;"normal";494.20488769511;240.665284606977;0.0298842934954143;0.083730963976457
"H1V5B8K0";"k-means-exchange";"N108_M2_normal_H1V5B8K0";108;2;"normal";477.566123225677;240.701423071791;0.00221893063706247;0.330810735603169
"H1V5B8K0";"kplus";"N108_M2_normal_H1V5B8K0";108;2;"normal";495.14258768273;240.699459995934;0.00798565673139971;0.00207923080424766
"H1V5B8K0";"random";"N108_M2_normal_H1V5B8K0";108;2;"normal";469.864893577023;234.191991736023;0.453350520679599;0.418735822257412
"H2G7Z4W9";"ace-exchange";"N48_M3_uniform_H2G7Z4W9";48;3;"uniform";0.829779384209237;12.4423707080989;0.0220048938256999;0.0287203861597893
"H2G7Z4W9";"k-means-exchange";"N48_M3_uniform_H2G7Z4W9";48;3;"uniform";0.77219608429949;12.4520399278122;0.00615291664144028;0.0913879132989436
"H2G7Z4W9";"kplus";"N48_M3_uniform_H2G7Z4W9";48;3;"uniform";0.832782765111394;12.4520212547307;0.00543810656139015;0.01926334247561
"H2G7Z4W9";"random";"N48_M3_uniform_H2G7Z4W9";48;3;"uniform";0.776148532838101;12.0683233193407;0.13500891011467;0.091691839976912
"H3D2I7Q1";"ace-exchange";"N60_M1_normal-wide_H3D2I7Q1";60;1;"normal-wide";1153.20811940624;164.908796575076;0.113378757795961;0.444200927972167
"H3D2I7Q1";"k-means-exchange";"N60_M1_normal-wide_H3D2I7Q1";60;1;"normal-wide";1088.27351285597;165.035736513935;0.000404708357460093;1.05151387548743
"H3D2I7Q1";"kplus";"N60_M1_normal-wide_H3D2I7Q1";60;1;"normal-wide";1173.7001740954;165.035722581235;0.00125751059930557;0.000531957786021442
"H3D2I7Q1";"random";"N60_M1_normal-wide_H3D2I7Q1";60;1;"normal-wide";1124.85663527855;153.687792912999;1.19246784740691;0.74634542339819
"H4N8E0L3";"ace-exchange";"N72_M3_normal_H4N8E0L3";72;3;"normal";422.029228158731;202.974363258854;0.073850870914527;0.188481437065765
"H4N8E0L3";"k-means-exchange";"N72_M3_normal_H4N8E0L3";72;3;"normal";417.246586874124;203.166597842585;0.00967544703803361;0.314422211232476
"H4N8E0L3";"kplus";"N72_M3_normal_H4N8E0L3";72;3;"normal";428.204344405915;203.128565924878;0.0337009020018518;0.0125227554427341
"H4N8E0L3";"random";"N72_M3_normal_H4N8E0L3";72;3;"normal";401.708837933907;200.781357876221;0.264181787412388;0.376706581062565
"H4O7F3J1";"ace-exchange";"N192_M2_normal_H4O7F3J1";192;2;"normal";673.65958160689;392.203292617487;0.0170103051169953;0.0348814598743392
"H4O7F3J1";"k-means-exchange";"N192_M2_normal_H4O7F3J1";192;2;"normal";663.627867504488;392.219883051785;0.000538880437663189;0.214647538490806
"H4O7F3J1";"kplus";"N192_M2_normal_H4O7F3J1";192;2;"normal";673.937138221642;392.219676825637;0.00211012900977025;0.000641198381398256
"H4O7F3J1";"random";"N192_M2_normal_H4O7F3J1";192;2;"normal";671.25475947668;387.758552379971;0.246857916809785;0.110348605932814
"H4O9R5D2";"ace-exchange";"N24_M1_normal_H4O9R5D2";24;1;"normal";57.4173859930334;33.3783444353537;0.319623715230679;0.200812233848624
"H4O9R5D2";"k-means-exchange";"N24_M1_normal_H4O9R5D2";24;1;"normal";45.9953645096907;33.7416247075517;0.00458016640147939;1.07050739866721
"H4O9R5D2";"kplus";"N24_M1_normal_H4O9R5D2";24;1;"normal";58.1467623740457;33.740412136141;0.0196107617583562;0.0264013686817686
"H4O9R5D2";"random";"N24_M1_normal_H4O9R5D2";24;1;"normal";51.8287730285288;31.9372399884913;0.707455421437774;0.801028661037358
"H4T7R5I2";"ace-exchange";"N276_M4_normal-wide_H4T7R5I2";276;4;"normal-wide";34809.0702355702;4610.71690945928;0.0213656931791703;0.0601348777956493
"H4T7R5I2";"k-means-exchange";"N276_M4_normal-wide_H4T7R5I2";276;4;"normal-wide";34227.8598949986;4610.82515542481;0.00571522948133292;0.46725601713982
"H4T7R5I2";"kplus";"N276_M4_normal-wide_H4T7R5I2";276;4;"normal-wide";34821.3895246612;4610.7608993534;0.0200301726546621;0.00374252628208815
"H4T7R5I2";"random";"N276_M4_normal-wide_H4T7R5I2";276;4;"normal-wide";34415.37282784;4584.03527428641;0.398449641150441;0.346507398365531
"H4Z7W8O3";"ace-exchange";"N60_M3_normal_H4Z7W8O3";60;3;"normal";257.471516062445;160.504990544061;0.0467648162997716;0.195580588433068
"H4Z7W8O3";"k-means-exchange";"N60_M3_normal_H4Z7W8O3";60;3;"normal";246.736563517354;160.560701828075;0.0178117581835582;0.415103277988362
"H4Z7W8O3";"kplus";"N60_M3_normal_H4Z7W8O3";60;3;"normal";260.887896687592;160.516953625649;0.0406110161767606;0.0283330406915766
"H4Z7W8O3";"random";"N60_M3_normal_H4Z7W8O3";60;3;"normal";241.954641372075;149.027360440975;0.653955433337764;0.471140536292473
"H5T8Z3X7";"ace-exchange";"N24_M1_uniform_H5T8Z3X7";24;1;"uniform";0.132106856006856;2.23312420285232;0.056154513809209;0.0355633070015389
"H5T8Z3X7";"k-means-exchange";"N24_M1_uniform_H5T8Z3X7";24;1;"uniform";0.115456203421432;2.24317133796271;0.00136244851940615;0.137828530135758
"H5T8Z3X7";"kplus";"N24_M1_uniform_H5T8Z3X7";24;1;"uniform";0.133212031052735;2.24310694709629;0.00475910791040712;0.00483658037991919
"H5T8Z3X7";"random";"N24_M1_uniform_H5T8Z3X7";24;1;"uniform";0.125679701562103;2.20290339847925;0.114923815475777;0.088845101601717
"H6B3A7Q8";"ace-exchange";"N96_M4_normal-wide_H6B3A7Q8";96;4;"normal-wide";14265.1525585773;1763.21744288738;0.126296259884195;0.237099073284577
"H6B3A7Q8";"k-means-exchange";"N96_M4_normal-wide_H6B3A7Q8";96;4;"normal-wide";14081.2285280773;1764.27801744615;0.0250955761772973;0.474095689930327
"H6B3A7Q8";"kplus";"N96_M4_normal-wide_H6B3A7Q8";96;4;"normal-wide";14327.7551430492;1763.19011888332;0.131855155479218;0.0262992955223754
"H6B3A7Q8";"random";"N96_M4_normal-wide_H6B3A7Q8";96;4;"normal-wide";14078.1520038489;1679.0951930221;1.13230348861887;0.466648440472395
"H6W1M5X0";"ace-exchange";"N48_M2_uniform_H6W1M5X0";48;2;"uniform";0.548531379075031;8.03063837536024;0.019475937714257;0.00976132175394948
"H6W1M5X0";"k-means-exchange";"N48_M2_uniform_H6W1M5X0";48;2;"uniform";0.510556174096036;8.0359599825262;0.00278171894994256;0.0984671441918358
"H6W1M5X0";"kplus";"N48_M2_uniform_H6W1M5X0";48;2;"uniform";0.548471404316835;8.03578098531929;0.00435758228801797;0.0103552172540254
"H6W1M5X0";"random";"N48_M2_uniform_H6W1M5X0";48;2;"uniform";0.470265483932442;7.3205953450017;0.216492138987329;0.135399469800004
"H8I4J6C2";"ace-exchange";"N228_M4_uniform_H8I4J6C2";228;4;"uniform";5.12035563385301;77.5959890976715;0.003412514706469;0.00853092006668918
"H8I4J6C2";"k-means-exchange";"N228_M4_uniform_H8I4J6C2";228;4;"uniform";5.08859656338246;77.5975307037993;0.000801279603732427;0.0237630584567674
"H8I4J6C2";"kplus";"N228_M4_uniform_H8I4J6C2";228;4;"uniform";5.12314729780071;77.5971078594949;0.00188202384385493;0.00308062688513527
"H8I4J6C2";"random";"N228_M4_uniform_H8I4J6C2";228;4;"uniform";5.0878796557709;76.2801925948904;0.0994192221306117;0.0223703838622992
"H8I7T6L3";"ace-exchange";"N276_M2_normal_H8I7T6L3";276;2;"normal";992.356110879807;548.60165967498;0.00907153657408664;0.0455880142516419
"H8I7T6L3";"k-means-exchange";"N276_M2_normal_H8I7T6L3";276;2;"normal";983.509370901779;548.61023567189;0.00032783954790478;0.179080501856693
"H8I7T6L3";"kplus";"N276_M2_normal_H8I7T6L3";276;2;"normal";993.101202780064;548.61022274465;0.000451381058228711;0.000416409355620373
"H8I7T6L3";"random";"N276_M2_normal_H8I7T6L3";276;2;"normal";975.468589564062;541.381280284172;0.270779146914416;0.20483310924787
"H9I8O3R4";"ace-exchange";"N60_M4_uniform_H9I8O3R4";60;4;"uniform";1.29068888885095;20.0290657878565;0.0146396444101508;0.0287789330855404
"H9I8O3R4";"k-means-exchange";"N60_M4_uniform_H9I8O3R4";60;4;"uniform";1.26702929535436;20.0355606076107;0.00833190004341298;0.0446673854604754
"H9I8O3R4";"kplus";"N60_M4_uniform_H9I8O3R4";60;4;"uniform";1.29387571452871;20.0333143418346;0.0118388848340449;0.0248459676350771
"H9I8O3R4";"random";"N60_M4_uniform_H9I8O3R4";60;4;"uniform";1.27262124192971;19.0996722595385;0.163390207876606;0.0523931296742295
"I0S7X5A3";"ace-exchange";"N96_M2_uniform_I0S7X5A3";96;2;"uniform";1.03067347687246;15.0513125073801;0.00396159608984206;0.0113633144211936
"I0S7X5A3";"k-means-exchange";"N96_M2_uniform_I0S7X5A3";96;2;"uniform";0.987828790165292;15.0517759987189;0.000573767994258872;0.0675994781262923
"I0S7X5A3";"kplus";"N96_M2_uniform_I0S7X5A3";96;2;"uniform";1.03195587441886;15.0517619152014;0.000865173230219229;0.0029126475975019
"I0S7X5A3";"random";"N96_M2_uniform_I0S7X5A3";96;2;"uniform";0.937446358287035;14.0568532827454;0.155086697695272;0.0990666819711284
"I1B7F0L9";"ace-exchange";"N108_M4_normal_I1B7F0L9";108;4;"normal";763.165412894658;416.231808492457;0.0347372424605584;0.132634946579142
"I1B7F0L9";"k-means-exchange";"N108_M4_normal_I1B7F0L9";108;4;"normal";723.494279494476;416.318941193313;0.00947417293430293;0.422101687569326
"I1B7F0L9";"kplus";"N108_M4_normal_I1B7F0L9";108;4;"normal";768.510660244961;416.307064725249;0.0156394620956443;0.0171346312701475
"I1B7F0L9";"random";"N108_M4_normal_I1B7F0L9";108;4;"normal";746.896831395308;409.002795950976;0.30293755401577;0.259850386369444
"I1K5S9M6";"ace-exchange";"N228_M1_normal_I1K5S9M6";228;1;"normal";518.188936526693;221.859943627453;0.0170647943957097;0.0569271712082801
"I1K5S9M6";"k-means-exchange";"N228_M1_normal_I1K5S9M6";228;1;"normal";509.809346939505;221.869188162365;9.15708556928005e-06;0.235421573150446
"I1K5S9M6";"kplus";"N228_M1_normal_I1K5S9M6";228;1;"normal";518.648568011767;221.869188160402;1.33536069596863e-05;9.16399518524624e-06
"I1K5S9M6";"random";"N228_M1_normal_I1K5S9M6";228;1;"normal";517.276564763622;217.09987218178;0.387024851719827;0.0991327201313497
"I1O2J4M3";"ace-exchange";"N72_M2_normal-wide_I1O2J4M3";72;2;"normal-wide";2900.2543252546;508.334615207906;0.0674780503085795;0.176795369790803
"I1O2J4M3";"k-means-exchange";"N72_M2_normal-wide_I1O2J4M3";72;2;"normal-wide";2814.08321165027;508.426226261733;0.0112222778283255;0.529435337201039
"I1O2J4M3";"kplus";"N72_M2_normal-wide_I1O2J4M3";72;2;"normal-wide";2907.85395447692;508.394804310099;0.0399905298090447;0.00624643504558442
"I1O2J4M3";"random";"N72_M2_normal-wide_I1O2J4M3";72;2;"normal-wide";2881.40035230569;491.616472332449;0.840267078725483;0.341056340728708
"I3B9E5U7";"ace-exchange";"N72_M3_normal-wide_I3B9E5U7";72;3;"normal-wide";5288.73191118846;840.662906886621;0.139683293904715;0.169824373249059
"I3B9E5U7";"k-means-exchange";"N72_M3_normal-wide_I3B9E5U7";72;3;"normal-wide";5018.6812794059;841.333661381819;0.0205768339176542;0.77409562992335
"I3B9E5U7";"kplus";"N72_M3_normal-wide_I3B9E5U7";72;3;"normal-wide";5302.56980052835;841.118420451899;0.0758292964564563;0.0182423124876599
"I3B9E5U7";"random";"N72_M3_normal-wide_I3B9E5U7";72;3;"normal-wide";5126.27210090445;813.731128101293;0.864427888632563;0.551912537459903
"I3O9Q4J5";"ace-exchange";"N132_M1_normal-wide_I3O9Q4J5";132;1;"normal-wide";3818.35127341691;526.5992854319;0.0677207997785825;0.311875288771107
"I3O9Q4J5";"k-means-exchange";"N132_M1_normal-wide_I3O9Q4J5";132;1;"normal-wide";3755.04101334469;526.689238499851;5.18584161041669e-05;0.588722707614367
"I3O9Q4J5";"kplus";"N132_M1_normal-wide_I3O9Q4J5";132;1;"normal-wide";3849.49202799994;526.689227722185;0.00068110659047188;0.000128254263986438
"I3O9Q4J5";"random";"N132_M1_normal-wide_I3O9Q4J5";132;1;"normal-wide";3834.3738767079;519.506856805272;0.607082660548777;0.204711349125658
"I5F2H1A0";"ace-exchange";"N288_M1_uniform_I5F2H1A0";288;1;"uniform";1.35051600606449;20.3924694281562;0.00145186490974297;0.00226800915482889
"I5F2H1A0";"k-means-exchange";"N288_M1_uniform_I5F2H1A0";288;1;"uniform";1.34333173139547;20.3925671565939;6.87707344959598e-07;0.0260276352455339
"I5F2H1A0";"kplus";"N288_M1_uniform_I5F2H1A0";288;1;"uniform";1.35058124879448;20.3925671562552;3.08355083689094e-06;1.03554173003784e-05
"I5F2H1A0";"random";"N288_M1_uniform_I5F2H1A0";288;1;"uniform";1.34536237939503;19.5657724443884;0.139927833780853;0.031637963389253
"I5J1T3S8";"ace-exchange";"N216_M3_normal_I5J1T3S8";216;3;"normal";1191.04803784477;593.767130995844;0.0244210199128638;0.0741695101579503
"I5J1T3S8";"k-means-exchange";"N216_M3_normal_I5J1T3S8";216;3;"normal";1184.34407315202;593.828083129477;0.00148173272270326;0.160511579763514
"I5J1T3S8";"kplus";"N216_M3_normal_I5J1T3S8";216;3;"normal";1193.25905830733;593.82650109318;0.00425638467934246;0.0017768316455683
"I5J1T3S8";"random";"N216_M3_normal_I5J1T3S8";216;3;"normal";1182.01512343018;577.438200971865;0.385231205748729;0.161252558483295
"I7R0N4B8";"ace-exchange";"N72_M4_uniform_I7R0N4B8";72;4;"uniform";1.49605948588101;23.0608177228333;0.0184020364896341;0.0268458636541277
"I7R0N4B8";"k-means-exchange";"N72_M4_uniform_I7R0N4B8";72;4;"uniform";1.48516088832577;23.0729632441678;0.00769783561311968;0.0400140676704025
"I7R0N4B8";"kplus";"N72_M4_uniform_I7R0N4B8";72;4;"uniform";1.50350211024442;23.072322227583;0.00839133029674297;0.0169308229058107
"I7R0N4B8";"random";"N72_M4_uniform_I7R0N4B8";72;4;"uniform";1.41444294027592;22.3094422686366;0.121770236311325;0.0833173694436116
"I7S1D4M6";"ace-exchange";"N60_M4_normal-wide_I7S1D4M6";60;4;"normal-wide";4997.86825650234;825.55117664012;0.113161798783563;0.345368294081612
"I7S1D4M6";"k-means-exchange";"N60_M4_normal-wide_I7S1D4M6";60;4;"normal-wide";4756.61077563559;825.92789434167;0.0487418944408233;0.815032840911166
"I7S1D4M6";"kplus";"N60_M4_normal-wide_I7S1D4M6";60;4;"normal-wide";5061.3915119312;824.473675948974;0.199995055737797;0.0546424101353788
"I7S1D4M6";"random";"N60_M4_normal-wide_I7S1D4M6";60;4;"normal-wide";4758.65173652168;767.413538275891;1.26794661899875;0.775315230946135
"I8C9R4A1";"ace-exchange";"N72_M3_normal-wide_I8C9R4A1";72;3;"normal-wide";4559.10009063851;767.036213439133;0.116505358838654;0.280854701891937
"I8C9R4A1";"k-means-exchange";"N72_M3_normal-wide_I8C9R4A1";72;3;"normal-wide";4405.42310420286;767.591230448721;0.0245385596472545;0.624170284936478
"I8C9R4A1";"kplus";"N72_M3_normal-wide_I8C9R4A1";72;3;"normal-wide";4595.13498579789;767.434374319495;0.06793334580535;0.0263013391077204
"I8C9R4A1";"random";"N72_M3_normal-wide_I8C9R4A1";72;3;"normal-wide";4464.07520785415;746.219342367407;0.771626066588499;0.53445579856061
"I8T7E0H9";"ace-exchange";"N84_M3_normal_I8T7E0H9";84;3;"normal";328.133115495321;223.432589873197;0.054880097249397;0.063232139132173
"I8T7E0H9";"k-means-exchange";"N84_M3_normal_I8T7E0H9";84;3;"normal";323.778243284302;223.547737449528;0.00948139238957608;0.200235535826469
"I8T7E0H9";"kplus";"N84_M3_normal_I8T7E0H9";84;3;"normal";328.734454956475;223.53355465458;0.0219303955747012;0.00939588162305283
"I8T7E0H9";"random";"N84_M3_normal_I8T7E0H9";84;3;"normal";310.404267825892;218.801506849278;0.366142658155328;0.415849423107236
"I9B0T2N7";"ace-exchange";"N300_M2_normal-wide_I9B0T2N7";300;2;"normal-wide";16514.7289784568;2226.26871378768;0.0236727582840775;0.0796341972961448
"I9B0T2N7";"k-means-exchange";"N300_M2_normal-wide_I9B0T2N7";300;2;"normal-wide";16458.5362904126;2226.32580856888;0.000834850470545954;0.215414701056218
"I9B0T2N7";"kplus";"N300_M2_normal-wide_I9B0T2N7";300;2;"normal-wide";16524.8715062731;2226.32574765782;0.00123837937277671;0.000318387348183347
"I9B0T2N7";"random";"N300_M2_normal-wide_I9B0T2N7";300;2;"normal-wide";16350.6075565272;2212.13027404322;0.381277850576416;0.368510472710639
"I9J4W1A0";"ace-exchange";"N192_M1_uniform_I9J4W1A0";192;1;"uniform";1.00563000529945;15.7963790383532;0.00123291448107926;0.00311585336720621
"I9J4W1A0";"k-means-exchange";"N192_M1_uniform_I9J4W1A0";192;1;"uniform";0.950407111909347;15.7964163263677;3.83131070214038e-06;0.0803157622107676
"I9J4W1A0";"kplus";"N192_M1_uniform_I9J4W1A0";192;1;"uniform";1.00573477809459;15.796416323233;1.05180370155722e-05;1.24743801461769e-05
"I9J4W1A0";"random";"N192_M1_uniform_I9J4W1A0";192;1;"uniform";0.968803948032511;14.7111806208632;0.184390412886084;0.0757015822789309
"I9Z2R5M3";"ace-exchange";"N84_M2_normal-wide_I9Z2R5M3";84;2;"normal-wide";4504.67051049412;680.282290663488;0.0882997224461318;0.207957215774769
"I9Z2R5M3";"k-means-exchange";"N84_M2_normal-wide_I9Z2R5M3";84;2;"normal-wide";4509.45306595893;680.52455649332;0.00712811587720114;0.198681080334234
"I9Z2R5M3";"kplus";"N84_M2_normal-wide_I9Z2R5M3";84;2;"normal-wide";4525.90583969779;680.517038367744;0.0183099035419567;0.00587170523053548
"I9Z2R5M3";"random";"N84_M2_normal-wide_I9Z2R5M3";84;2;"normal-wide";4370.33523632411;647.471892273358;1.1979600204432;0.73842991731383
"J0H3Z6G4";"ace-exchange";"N300_M3_uniform_J0H3Z6G4";300;3;"uniform";5.08219779515699;73.1970683275253;0.00166886939563686;0.00412709261508722
"J0H3Z6G4";"k-means-exchange";"N300_M3_uniform_J0H3Z6G4";300;3;"uniform";5.01691974814439;73.1974623658068;0.000314677536694545;0.0393008988712666
"J0H3Z6G4";"kplus";"N300_M3_uniform_J0H3Z6G4";300;3;"uniform";5.08288167312729;73.1974408921094;0.00051743437432585;0.00123191262820397
"J0H3Z6G4";"random";"N300_M3_uniform_J0H3Z6G4";300;3;"uniform";5.04371576548866;72.7801353152564;0.0510202432734271;0.0298666915380701
"J0O8K4T5";"ace-exchange";"N24_M1_uniform_J0O8K4T5";24;1;"uniform";0.0740057960402304;1.31314333396487;0.049504356419978;0.0359745100217732
"J0O8K4T5";"k-means-exchange";"N24_M1_uniform_J0O8K4T5";24;1;"uniform";0.0709323885147094;1.32122461763142;0.000110491023709414;0.0706625181339394
"J0O8K4T5";"kplus";"N24_M1_uniform_J0O8K4T5";24;1;"uniform";0.0743637820426189;1.32107958492342;0.00584259990137059;0.0256251914915793
"J0O8K4T5";"random";"N24_M1_uniform_J0O8K4T5";24;1;"uniform";0.0714391585560244;0.902982892334746;0.331833403441124;0.0667070117265643
"J1I4F7Q3";"ace-exchange";"N216_M3_normal_J1I4F7Q3";216;3;"normal";969.497097331055;556.604367553513;0.0208835334274209;0.0508184942404964
"J1I4F7Q3";"k-means-exchange";"N216_M3_normal_J1I4F7Q3";216;3;"normal";951.757002678535;556.645431757893;0.00235213783553749;0.219537314501379
