"file";"ID";"N";"M";"DIST";"method";"result"
"N192_M5_normal-wide_E8T4Y0O5";"E8T4Y0O5";192;5;"normal-wide";"k-means-exchange";"1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 2, 3, 2, 1, 1, 2, 2, 1, 2, 2, 3, 2, 3, 1, 1, 3, 2, 2, 1, 3, 3, 1, 1, 1, 2, 3, 1, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 3, 3, 2, 3, 1, 2, 1, 3, 1, 3, 2, 3, 3, 2, 1, 1, 3, 3, 1, 3, 2, 2, 3, 3, 1, 1, 3, 1, 2, 2, 2, 3, 1, 3, 2, 1, 2, 1, 3, 1, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 1, 3, 3, 3, 1, 3, 2, 1, 2, 2, 3, 3, 1, 1, 2, 1, 3, 3, 2, 2, 1, 1, 2, 1, 1, 3, 3, 2, 3, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 3, 2, 2, 1, 1, 2, 2, 1, 2, 3, 2, 2, 3, 3, 3, 2, 1, 3, 1, 2, 3, 3, 2, 3, 3, 2, 1, 1, 1, 2, 3, 1, 3, 1, 1, 3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 1, 3, 2"
"N192_M5_normal-wide_E8T4Y0O5";"E8T4Y0O5";192;5;"normal-wide";"kplus";"3, 3, 1, 2, 2, 2, 1, 2, 3, 1, 1, 2, 3, 1, 1, 1, 2, 2, 3, 2, 2, 2, 3, 3, 1, 3, 1, 3, 2, 1, 1, 1, 3, 2, 3, 3, 2, 3, 2, 1, 3, 1, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 3, 3, 1, 3, 1, 1, 2, 2, 3, 2, 2, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 1, 3, 2, 1, 3, 3, 1, 2, 3, 2, 1, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2, 3, 1, 3, 3, 2, 1, 3, 1, 2, 1, 2, 3, 1, 3, 2, 2, 1, 1, 2, 3, 3, 2, 2, 2, 2, 1, 2, 3, 2, 3, 3, 2, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2, 3, 2, 3, 2, 2, 3, 2, 1, 2, 1, 2, 3, 2, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 3, 2, 1, 3, 2, 1, 1, 2, 3, 3, 2"
"N192_M5_normal-wide_E8T4Y0O5";"E8T4Y0O5";192;5;"normal-wide";"random";"3, 1, 3, 1, 2, 1, 1, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 1, 3, 1, 3, 2, 2, 2, 2, 2, 1, 2, 3, 3, 3, 1, 1, 1, 2, 3, 1, 3, 1, 2, 3, 1, 1, 3, 1, 2, 3, 3, 1, 2, 3, 2, 3, 2, 1, 2, 1, 2, 2, 1, 3, 1, 3, 1, 3, 3, 3, 1, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 1, 1, 3, 3, 1, 1, 2, 3, 3, 3, 1, 2, 3, 3, 2, 3, 1, 2, 3, 1, 3, 3, 1, 3, 1, 3, 3, 3, 2, 2, 2, 1, 3, 3, 3, 3, 3, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 3, 3, 2, 1, 2, 2, 2, 3, 3, 2, 2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 3, 1, 2, 1, 1, 3, 1, 3, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 3, 2, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 1, 3, 1, 2"
"N252_M10_normal-wide_G0B7U3J6";"G0B7U3J6";252;10;"normal-wide";"ace-exchange";"2, 2, 3, 2, 2, 2, 3, 3, 1, 3, 1, 3, 2, 1, 3, 1, 2, 1, 3, 2, 1, 3, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 2, 2, 1, 3, 3, 2, 2, 1, 3, 2, 1, 2, 3, 3, 3, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 1, 3, 2, 3, 3, 1, 3, 1, 2, 2, 1, 1, 1, 2, 3, 1, 3, 2, 3, 3, 3, 3, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 2, 2, 1, 3, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 2, 3, 3, 3, 3, 1, 2, 2, 2, 3, 3, 1, 3, 2, 2, 1, 3, 2, 1, 1, 2, 1, 1, 3, 3, 2, 2, 2, 3, 3, 2, 1, 3, 1, 1, 1, 1, 2, 2, 3, 2, 1, 3, 1, 1, 2, 3, 2, 2, 2, 2, 3, 1, 1, 1, 1, 3, 3, 3, 2, 3, 2, 2, 1, 2, 1, 1, 3, 3, 1, 2, 2, 1, 1, 2, 1, 3, 1, 2, 1, 1, 2, 2, 1, 3, 1, 3, 1, 3, 3, 1, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2, 1, 1, 2, 2, 3, 2, 3, 2, 3, 1, 1"
"N252_M10_normal-wide_G0B7U3J6";"G0B7U3J6";252;10;"normal-wide";"k-means-exchange";"1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 2, 3, 2, 1, 3, 3, 3, 3, 3, 2, 1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 3, 1, 1, 2, 2, 1, 3, 1, 3, 2, 1, 3, 3, 3, 2, 3, 2, 3, 2, 2, 3, 1, 2, 1, 3, 1, 1, 3, 2, 3, 1, 3, 2, 1, 3, 3, 3, 1, 2, 3, 2, 3, 2, 1, 2, 3, 1, 3, 3, 1, 2, 2, 3, 2, 1, 3, 2, 3, 2, 3, 2, 1, 3, 3, 3, 2, 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 1, 1, 1, 2, 1, 3, 3, 1, 3, 1, 3, 3, 1, 3, 3, 2, 3, 1, 2, 2, 1, 2, 3, 1, 2, 1, 1, 3, 3, 3, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 1, 2, 1, 1, 3, 3, 3, 3, 2, 1, 2, 1, 2, 2, 1, 1, 1, 3, 2, 3, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 1, 3, 3, 2, 2, 1, 3, 2, 3, 1, 2, 3, 2, 2, 1, 3, 2, 2, 3, 2, 1, 1, 3, 1, 1, 3, 3, 3, 1, 2, 1, 2, 3, 1, 1, 3, 3, 2, 2, 3, 2, 2, 1, 3, 2, 2, 2, 2, 3, 1, 2, 3, 2, 3, 3, 1, 2, 3, 1, 1, 2"
"N252_M10_normal-wide_G0B7U3J6";"G0B7U3J6";252;10;"normal-wide";"kplus";"2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 1, 2, 1, 2, 3, 3, 3, 2, 3, 1, 1, 3, 1, 2, 1, 2, 3, 1, 2, 1, 1, 2, 2, 1, 2, 2, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 3, 3, 1, 3, 3, 2, 3, 2, 1, 1, 3, 2, 1, 2, 3, 2, 2, 1, 2, 2, 1, 3, 2, 1, 3, 1, 1, 1, 1, 2, 2, 3, 1, 1, 3, 1, 3, 3, 1, 3, 3, 3, 2, 1, 2, 3, 1, 3, 3, 2, 2, 3, 3, 3, 1, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 2, 1, 2, 1, 2, 2, 3, 1, 3, 3, 1, 2, 3, 2, 2, 1, 2, 2, 3, 3, 3, 2, 3, 2, 1, 1, 3, 1, 2, 1, 1, 3, 2, 2, 1, 3, 2, 3, 1, 3, 2, 2, 2, 3, 1, 2, 1, 3, 3, 2, 1, 2, 2, 1, 3, 1, 3, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 1, 3, 1, 2, 2, 3, 3, 3, 2, 1, 3, 1, 1, 3, 1, 1, 1, 2, 2, 3, 2, 3, 3, 3, 1, 1, 2, 1, 3, 1, 2, 2, 1, 3, 3, 1, 1, 2, 3, 1, 3, 3, 3, 1, 3, 3, 1, 1"
"N252_M10_normal-wide_G0B7U3J6";"G0B7U3J6";252;10;"normal-wide";"random";"2, 1, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 3, 3, 1, 3, 1, 3, 2, 1, 2, 3, 1, 3, 2, 2, 1, 2, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 2, 3, 3, 1, 1, 1, 3, 3, 3, 1, 3, 1, 1, 2, 3, 2, 2, 3, 1, 1, 1, 2, 1, 3, 2, 1, 3, 1, 1, 3, 3, 1, 1, 3, 1, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 1, 1, 3, 3, 2, 1, 3, 3, 2, 1, 3, 3, 1, 3, 1, 2, 2, 3, 3, 2, 1, 3, 3, 1, 2, 2, 1, 2, 2, 1, 3, 3, 3, 1, 2, 3, 3, 2, 1, 2, 1, 2, 3, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 3, 3, 2, 3, 2, 1, 3, 2, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 3, 3, 1, 1, 2, 3, 2, 3, 2, 3, 2, 3, 3, 3, 3, 1, 3, 1, 2, 3, 1, 3, 1, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 3, 3, 3, 2, 1, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 3, 3, 1, 3, 2, 1, 2, 2, 2, 1, 1, 3, 2, 2, 1, 2, 3, 1, 3, 2, 3, 2, 1, 1, 2, 2, 3, 2, 3, 2, 1, 1, 2, 2, 1"
"N24_M7_uniform_L2K4A5T1";"L2K4A5T1";24;7;"uniform";"ace-exchange";"1, 2, 2, 3, 1, 3, 3, 1, 3, 2, 2, 1, 2, 1, 1, 1, 3, 1, 2, 2, 3, 2, 3, 3"
"N24_M7_uniform_L2K4A5T1";"L2K4A5T1";24;7;"uniform";"k-means-exchange";"3, 2, 2, 3, 1, 1, 2, 3, 2, 2, 2, 1, 2, 3, 3, 3, 1, 3, 1, 1, 2, 3, 1, 1"
"N24_M7_uniform_L2K4A5T1";"L2K4A5T1";24;7;"uniform";"kplus";"2, 3, 1, 3, 2, 1, 1, 3, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2"
"N24_M7_uniform_L2K4A5T1";"L2K4A5T1";24;7;"uniform";"random";"2, 2, 3, 2, 1, 2, 1, 1, 3, 2, 2, 1, 3, 3, 3, 2, 3, 1, 2, 1, 1, 3, 3, 1"
"N276_M7_normal_Q7X9K2C4";"Q7X9K2C4";276;7;"normal";"ace-exchange";"2, 1, 3, 2, 1, 3, 2, 2, 3, 1, 2, 2, 3, 3, 3, 3, 1, 2, 3, 3, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 1, 2, 3, 1, 2, 2, 2, 1, 3, 3, 3, 2, 3, 2, 2, 2, 1, 2, 1, 3, 2, 3, 2, 3, 2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 3, 1, 3, 2, 2, 3, 1, 1, 3, 2, 2, 3, 2, 3, 1, 2, 2, 2, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 2, 3, 3, 3, 1, 3, 2, 3, 1, 1, 3, 1, 2, 3, 3, 2, 2, 1, 3, 1, 1, 3, 1, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 1, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2, 3, 3, 3, 2, 1, 3, 3, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 2, 2, 3, 1, 1, 2, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 1, 2, 2, 3, 1, 1, 3, 3, 1, 3, 1, 1, 2, 1, 3, 3, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 3, 1, 1, 3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 1, 1, 3, 2, 3, 2, 2, 3, 1, 2, 3, 3, 1, 2, 3, 3, 1, 2, 1, 3, 1, 2, 1, 3, 2, 1, 1, 1, 3, 1, 2, 1, 1, 3, 2, 1, 1, 3, 3, 3"
"N276_M7_normal_Q7X9K2C4";"Q7X9K2C4";276;7;"normal";"k-means-exchange";"2, 2, 1, 2, 2, 1, 3, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 3, 2, 1, 3, 3, 2, 2, 1, 3, 2, 3, 2, 3, 2, 2, 2, 3, 1, 2, 3, 1, 1, 2, 3, 3, 1, 1, 2, 3, 2, 2, 3, 1, 1, 2, 3, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 2, 1, 1, 2, 1, 3, 1, 2, 2, 1, 2, 2, 3, 3, 2, 1, 2, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 1, 1, 3, 2, 3, 3, 1, 1, 3, 1, 1, 3, 2, 1, 3, 2, 3, 3, 3, 2, 3, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 3, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1, 1, 2, 1, 1, 3, 3, 2, 1, 2, 3, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 1, 3, 1, 2, 2, 2, 3, 2, 3, 3, 3, 2, 3, 2, 1, 1, 2, 1, 1, 1, 1, 3, 3, 2, 2, 1, 3, 1, 2, 3, 2, 2, 1, 2, 1, 3, 1, 3, 3, 1, 2, 3, 1, 3, 2, 2, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 2, 1, 3, 2, 1, 1, 1, 3, 3, 1, 2, 2, 1, 3, 1, 1, 2, 2, 1, 3, 3, 1, 2, 2, 2, 1, 3, 2, 3, 1, 3, 2, 1, 2, 3, 1, 1, 3, 1, 1, 3, 1, 2, 2, 2, 2, 1, 2, 3, 1, 3, 3"
"N276_M7_normal_Q7X9K2C4";"Q7X9K2C4";276;7;"normal";"kplus";"1, 1, 3, 1, 2, 3, 3, 2, 1, 3, 3, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 3, 3, 1, 2, 1, 3, 2, 1, 3, 3, 2, 3, 2, 1, 3, 2, 1, 3, 2, 1, 1, 3, 2, 3, 3, 3, 3, 2, 1, 1, 3, 3, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 3, 2, 1, 3, 1, 3, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 3, 3, 3, 1, 2, 3, 3, 3, 1, 2, 3, 3, 3, 2, 1, 1, 2, 2, 3, 1, 3, 3, 2, 1, 2, 2, 1, 2, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 3, 3, 3, 3, 2, 1, 3, 2, 1, 1, 1, 3, 2, 1, 3, 2, 1, 3, 2, 3, 3, 2, 1, 3, 2, 3, 1, 1, 3, 3, 1, 2, 1, 3, 3, 3, 2, 3, 3, 1, 3, 2, 3, 2, 1, 1, 3, 1, 1, 3, 3, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 3, 2, 3, 2, 1, 1, 3, 3, 1, 2, 1, 2, 1, 2, 1, 3, 2, 1, 2, 2, 3, 3, 3, 1, 2, 3, 2, 3, 3, 3, 3, 1, 3, 2, 3, 1, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 3, 1, 1, 3, 2, 2, 1, 2, 1, 1, 3, 3, 1, 3, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1, 3, 2, 2, 1, 3, 3, 1, 1, 2, 3, 3"
"N276_M7_normal_Q7X9K2C4";"Q7X9K2C4";276;7;"normal";"random";"2, 2, 2, 1, 1, 3, 1, 1, 2, 2, 1, 3, 2, 1, 3, 3, 2, 1, 2, 3, 1, 2, 1, 3, 2, 3, 1, 1, 2, 3, 1, 3, 3, 1, 3, 1, 3, 1, 2, 1, 3, 2, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 2, 3, 1, 1, 3, 3, 2, 2, 1, 2, 1, 3, 3, 2, 1, 1, 2, 3, 3, 1, 2, 2, 3, 2, 1, 3, 2, 3, 3, 2, 3, 1, 3, 3, 2, 2, 2, 2, 1, 2, 3, 2, 2, 1, 1, 3, 3, 1, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 1, 2, 2, 3, 1, 3, 1, 2, 3, 1, 2, 1, 3, 1, 3, 2, 1, 1, 1, 3, 2, 3, 3, 1, 3, 1, 2, 3, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 1, 3, 2, 2, 2, 3, 1, 3, 3, 2, 2, 1, 2, 3, 1, 2, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 3, 1, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 1, 1, 2, 3, 1, 3, 3, 3, 3, 2, 1, 2, 2, 2, 3, 2, 2, 1, 2, 3, 3, 1, 2, 3, 2, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 1, 2, 3, 1, 3, 3, 2, 1, 3, 3, 3, 3, 1, 1, 2, 2, 1, 1, 2, 3, 1, 3, 1, 3, 2, 1, 3, 2, 3, 3, 1, 3, 3, 1, 1, 2, 1, 2, 3, 1"
"N192_M9_normal_R0K3P9H4";"R0K3P9H4";192;9;"normal";"ace-exchange";"1, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 3, 3, 1, 2, 1, 2, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 3, 2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 1, 3, 1, 1, 1, 2, 2, 3, 3, 1, 2, 3, 3, 1, 1, 3, 3, 2, 3, 2, 2, 1, 2, 2, 3, 1, 2, 3, 3, 3, 1, 2, 3, 2, 1, 1, 2, 3, 3, 1, 2, 1, 1, 2, 3, 1, 2, 3, 2, 2, 1, 1, 1, 2, 3, 1, 1, 3, 2, 3, 1, 1, 2, 2, 3, 3, 1, 3, 2, 3, 2, 2, 3, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 3, 2, 2, 1, 1, 3, 1, 2, 3, 1, 3, 2, 1, 2, 3, 2, 1, 3, 1, 2, 3, 1, 3, 2, 2, 1, 3, 1, 3, 1, 2, 2, 3, 2, 2, 1, 1, 3, 1, 1, 2, 2, 3, 2, 1, 2, 1, 2, 1, 3, 1, 2, 3, 1, 1, 3"
"N192_M9_normal_R0K3P9H4";"R0K3P9H4";192;9;"normal";"k-means-exchange";"3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 1, 1, 2, 3, 1, 2, 2, 2, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 3, 2, 3, 2, 2, 2, 3, 3, 1, 2, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 3, 3, 1, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 2, 3, 3, 2, 3, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 3, 2, 3, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 3, 1, 1, 2, 3, 2, 1, 3, 1, 3, 3, 2, 3, 2, 3, 1, 2, 1, 3, 2, 3, 3, 3, 1, 1, 2, 2, 2, 3, 3, 1, 2, 3, 2, 3, 2, 1, 3, 1, 1, 3, 2, 3, 1, 3, 3, 1, 1, 2, 2, 3, 1, 2, 2, 2, 1, 2"
"N192_M9_normal_R0K3P9H4";"R0K3P9H4";192;9;"normal";"kplus";"3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 3, 3, 1, 2, 3, 1, 3, 2, 2, 2, 3, 1, 1, 3, 1, 2, 1, 2, 1, 1, 2, 3, 3, 2, 3, 2, 1, 2, 1, 3, 2, 1, 1, 2, 3, 3, 2, 1, 3, 3, 2, 1, 3, 2, 1, 1, 3, 3, 2, 1, 2, 2, 3, 1, 1, 1, 1, 3, 3, 2, 3, 3, 1, 3, 1, 3, 1, 1, 2, 1, 3, 1, 3, 2, 1, 3, 1, 2, 2, 2, 2, 3, 2, 3, 1, 3, 2, 2, 2, 1, 2, 3, 1, 3, 3, 1, 3, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 3, 3, 3, 1, 2, 2, 1, 3, 1, 3, 3, 2, 1, 2, 3, 3, 3, 2, 2, 1, 2, 2, 3, 2, 3, 1, 1, 3, 3, 1, 3, 1, 2, 2, 1, 1, 3, 3, 1, 1, 2, 1, 3, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 1, 3, 1, 2, 1, 3, 2, 1, 3, 2"
"N192_M9_normal_R0K3P9H4";"R0K3P9H4";192;9;"normal";"random";"2, 3, 3, 2, 1, 2, 1, 3, 3, 2, 3, 2, 1, 3, 2, 3, 3, 3, 2, 1, 3, 2, 3, 2, 1, 3, 1, 2, 1, 3, 1, 1, 3, 2, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 3, 2, 1, 1, 3, 3, 2, 3, 3, 3, 2, 1, 1, 2, 3, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 3, 3, 1, 2, 1, 2, 1, 3, 3, 1, 1, 3, 2, 3, 2, 1, 1, 2, 3, 1, 3, 2, 1, 1, 3, 2, 3, 1, 2, 3, 1, 2, 2, 1, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 1, 3, 2, 2, 2, 1, 2, 3, 1, 3, 2, 1, 2, 1, 1, 3, 3, 2, 1, 3, 2, 2, 1, 1, 2, 3, 3, 3, 3, 3, 1, 2, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 2, 1, 3, 2, 2, 3, 2, 1, 2, 2, 3, 1, 1, 3, 1, 3, 1"
"N216_M5_uniform_U0P1W2G5";"U0P1W2G5";216;5;"uniform";"ace-exchange";"2, 2, 2, 3, 3, 3, 1, 1, 1, 2, 3, 3, 3, 3, 2, 2, 1, 1, 3, 1, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1, 2, 2, 3, 1, 1, 2, 2, 2, 2, 2, 1, 3, 2, 1, 2, 3, 2, 1, 2, 2, 1, 1, 1, 3, 3, 1, 1, 3, 3, 3, 1, 2, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1, 3, 2, 3, 1, 3, 2, 2, 3, 3, 2, 1, 2, 2, 3, 3, 1, 3, 2, 1, 3, 1, 1, 2, 2, 3, 3, 1, 3, 1, 2, 2, 2, 1, 1, 3, 2, 1, 3, 2, 2, 1, 2, 1, 2, 2, 1, 3, 3, 3, 2, 1, 1, 1, 3, 2, 3, 2, 1, 1, 3, 3, 1, 1, 1, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 1, 2, 1, 3, 3, 3, 3, 3, 2, 2, 1, 3, 1, 1, 2, 3, 2, 1, 3, 1, 2, 2, 2, 3, 1, 2, 1, 3, 3, 2, 2, 1, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 1, 1, 3, 2, 3, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 2, 1, 3, 1, 3"
"N216_M5_uniform_U0P1W2G5";"U0P1W2G5";216;5;"uniform";"k-means-exchange";"1, 1, 3, 2, 1, 3, 1, 2, 1, 1, 2, 3, 2, 1, 3, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 3, 1, 2, 3, 3, 1, 3, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 3, 3, 2, 2, 3, 1, 3, 2, 2, 3, 1, 2, 2, 1, 3, 3, 2, 3, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 2, 3, 2, 3, 1, 1, 3, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 3, 3, 3, 2, 1, 1, 3, 1, 3, 1, 2, 3, 1, 2, 2, 3, 2, 2, 3, 2, 2, 1, 1, 3, 3, 2, 2, 3, 1, 3, 3, 1, 1, 2, 3, 3, 3, 1, 3, 1, 3, 2, 1, 3, 3, 2, 2, 3, 3, 1, 1, 2, 3, 2, 1, 3, 3, 3, 1, 3, 3, 2, 2, 2, 1, 3, 1, 3, 2, 3, 2, 1, 3, 2, 2, 2, 1, 3, 3, 2, 2, 3, 2, 2, 3, 1, 2, 3, 2, 1, 2, 1, 1, 1, 2, 2, 2, 3, 2, 3, 3, 3, 2, 1, 3"
"N216_M5_uniform_U0P1W2G5";"U0P1W2G5";216;5;"uniform";"kplus";"2, 2, 3, 3, 2, 3, 2, 2, 2, 1, 1, 1, 2, 2, 3, 1, 2, 3, 2, 1, 3, 3, 2, 3, 1, 1, 1, 1, 3, 2, 3, 2, 1, 3, 1, 1, 2, 2, 1, 3, 3, 2, 1, 3, 3, 3, 1, 3, 3, 3, 3, 2, 1, 1, 2, 1, 2, 3, 3, 3, 1, 1, 3, 3, 2, 1, 3, 1, 2, 2, 1, 2, 2, 1, 3, 1, 1, 3, 1, 3, 3, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 1, 2, 1, 3, 1, 2, 3, 3, 1, 1, 1, 2, 1, 2, 2, 3, 3, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 2, 1, 3, 3, 1, 3, 1, 1, 1, 2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 2, 3, 3, 1, 3, 1, 3, 3, 3, 3, 1, 2, 3, 1, 1, 1, 2, 1, 2, 3, 2, 1, 2, 1, 1, 1, 3, 3, 3, 2, 2, 3, 3, 3, 2, 1, 2, 1, 2, 1, 3, 2, 1, 1, 3, 3, 2, 2, 3, 1, 1, 3, 2, 2, 2, 1, 3, 3, 1, 3, 2, 3, 1, 3, 2, 3, 1, 3, 1, 1, 2, 3, 3, 2, 3, 2"
