"file";"ID";"N";"M";"DIST";"method";"result"
"N276_M9_uniform_E4A2X7O5";"E4A2X7O5";276;9;"uniform";"ace-exchange";"3, 1, 3, 3, 3, 4, 4, 4, 2, 2, 1, 2, 1, 3, 1, 4, 3, 4, 1, 4, 4, 4, 1, 1, 2, 1, 2, 1, 2, 4, 2, 4, 3, 3, 4, 1, 4, 1, 2, 1, 2, 1, 4, 4, 3, 3, 4, 2, 4, 4, 2, 1, 3, 4, 4, 4, 1, 2, 4, 4, 2, 4, 4, 2, 3, 3, 1, 1, 1, 3, 1, 2, 3, 1, 4, 3, 2, 2, 1, 1, 1, 2, 1, 2, 2, 4, 1, 2, 2, 1, 3, 4, 3, 2, 2, 2, 2, 1, 3, 1, 4, 1, 3, 1, 1, 4, 4, 4, 1, 2, 1, 1, 4, 2, 2, 1, 3, 3, 3, 4, 4, 2, 1, 3, 2, 2, 2, 3, 1, 3, 3, 3, 3, 3, 2, 3, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 1, 4, 3, 3, 4, 4, 3, 1, 4, 4, 1, 3, 4, 2, 1, 3, 3, 3, 3, 1, 4, 3, 2, 1, 3, 2, 2, 3, 3, 2, 2, 4, 4, 4, 1, 2, 1, 1, 1, 1, 3, 2, 2, 3, 3, 4, 2, 4, 4, 3, 2, 2, 1, 4, 2, 1, 2, 3, 1, 1, 3, 1, 3, 3, 2, 4, 1, 4, 4, 2, 3, 1, 1, 3, 4, 4, 3, 3, 4, 4, 2, 4, 3, 3, 4, 2, 3, 4, 4, 4, 3, 1, 3, 4, 1, 4, 2, 3, 1, 2, 3, 2, 3, 3, 3, 4, 4, 2, 2, 1, 1, 2, 1, 2, 2, 3, 4, 4, 1, 2, 2, 1, 1, 1, 4, 4, 3, 3, 4"
"N276_M9_uniform_E4A2X7O5";"E4A2X7O5";276;9;"uniform";"k-means-exchange";"3, 2, 3, 1, 4, 2, 3, 3, 1, 2, 3, 3, 1, 2, 2, 3, 2, 2, 3, 3, 3, 4, 3, 1, 4, 2, 3, 2, 4, 3, 3, 2, 2, 4, 1, 1, 4, 3, 2, 3, 3, 1, 1, 4, 4, 3, 2, 3, 2, 1, 2, 3, 2, 2, 4, 4, 1, 4, 4, 1, 3, 4, 2, 3, 2, 2, 3, 2, 1, 4, 3, 4, 4, 3, 3, 2, 1, 4, 3, 2, 1, 3, 2, 3, 2, 4, 1, 2, 3, 1, 3, 3, 1, 1, 2, 4, 1, 1, 1, 2, 2, 3, 4, 3, 1, 2, 2, 1, 1, 1, 4, 3, 1, 2, 3, 1, 4, 1, 2, 2, 2, 2, 3, 4, 2, 3, 4, 4, 2, 4, 4, 3, 2, 1, 4, 1, 4, 4, 2, 3, 2, 1, 1, 1, 3, 3, 4, 2, 4, 4, 1, 4, 3, 4, 3, 4, 3, 2, 4, 4, 1, 2, 2, 4, 4, 4, 1, 4, 3, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 2, 2, 1, 1, 1, 4, 1, 1, 3, 4, 2, 4, 4, 4, 3, 4, 2, 1, 2, 3, 4, 3, 2, 3, 4, 4, 2, 3, 2, 2, 4, 3, 3, 1, 2, 3, 2, 4, 4, 4, 1, 1, 4, 1, 1, 2, 3, 2, 2, 1, 2, 2, 3, 4, 4, 3, 1, 1, 1, 4, 3, 1, 4, 3, 4, 1, 4, 1, 1, 4, 2, 3, 4, 4, 1, 1, 1, 3, 3, 4, 1, 1, 2, 1, 2, 4, 3, 1, 3, 1, 4, 2, 1, 4, 3, 3, 2"
"N276_M9_uniform_E4A2X7O5";"E4A2X7O5";276;9;"uniform";"kplus";"2, 2, 2, 3, 2, 2, 4, 2, 2, 2, 3, 1, 1, 2, 2, 4, 3, 2, 3, 4, 1, 3, 2, 1, 4, 4, 4, 1, 3, 4, 1, 4, 3, 4, 3, 2, 4, 3, 4, 4, 1, 3, 1, 2, 3, 3, 4, 2, 1, 3, 1, 3, 4, 2, 3, 3, 3, 1, 2, 3, 1, 2, 1, 1, 3, 1, 2, 3, 4, 2, 2, 4, 3, 4, 4, 4, 2, 2, 2, 3, 2, 3, 2, 4, 2, 1, 3, 1, 4, 2, 2, 4, 1, 4, 4, 2, 1, 3, 3, 2, 4, 3, 2, 2, 3, 3, 2, 4, 1, 1, 1, 4, 3, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 4, 3, 2, 1, 3, 1, 3, 4, 3, 2, 1, 4, 4, 3, 2, 3, 4, 4, 3, 2, 1, 4, 1, 1, 4, 2, 4, 2, 3, 1, 3, 1, 3, 2, 2, 3, 1, 1, 2, 1, 2, 1, 3, 1, 2, 4, 4, 1, 3, 4, 3, 2, 2, 1, 3, 2, 4, 2, 3, 4, 1, 1, 4, 2, 3, 4, 4, 1, 1, 1, 1, 2, 3, 2, 1, 1, 3, 4, 2, 1, 3, 4, 1, 2, 4, 4, 4, 3, 4, 2, 4, 4, 4, 3, 2, 1, 2, 3, 4, 4, 2, 3, 4, 2, 1, 2, 4, 3, 4, 1, 2, 1, 3, 1, 1, 3, 1, 4, 1, 3, 3, 1, 1, 1, 3, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 1, 4, 2, 3, 4, 1, 4, 2, 4, 4, 1, 3, 1, 4, 4, 3, 4"
"N276_M9_uniform_E4A2X7O5";"E4A2X7O5";276;9;"uniform";"random";"4, 4, 4, 4, 4, 1, 4, 4, 1, 2, 2, 3, 2, 1, 3, 4, 4, 1, 4, 1, 2, 2, 1, 2, 3, 1, 4, 3, 3, 4, 2, 1, 1, 3, 4, 2, 4, 3, 2, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 3, 4, 3, 2, 4, 2, 1, 4, 4, 2, 4, 1, 1, 3, 3, 4, 2, 3, 2, 3, 2, 4, 4, 2, 2, 1, 1, 2, 4, 4, 1, 1, 4, 2, 2, 1, 3, 1, 4, 3, 1, 2, 1, 4, 1, 3, 2, 2, 4, 3, 3, 4, 2, 2, 1, 2, 2, 1, 3, 1, 2, 1, 2, 1, 1, 3, 1, 4, 1, 4, 2, 3, 1, 3, 3, 1, 2, 2, 2, 4, 4, 1, 3, 1, 3, 3, 2, 3, 3, 3, 1, 1, 2, 4, 3, 1, 1, 3, 4, 3, 2, 3, 3, 3, 4, 3, 1, 4, 4, 1, 3, 2, 3, 2, 4, 4, 2, 1, 4, 1, 2, 4, 3, 1, 3, 2, 1, 1, 3, 4, 4, 1, 4, 2, 4, 2, 1, 2, 2, 2, 2, 2, 4, 1, 3, 4, 2, 4, 1, 2, 4, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 2, 1, 1, 2, 3, 1, 4, 3, 3, 3, 4, 3, 3, 4, 4, 4, 3, 1, 2, 3, 4, 1, 4, 3, 3, 4, 1, 2, 3, 2, 4, 2, 1, 4, 4, 3, 4, 2, 4, 3, 2, 2, 1, 1, 2, 3, 2, 4, 1, 1, 2, 4, 4, 3, 2, 3, 4, 1, 3, 2, 2, 2, 4, 3, 2, 4"
"N300_M6_uniform_G6W8N7V3";"G6W8N7V3";300;6;"uniform";"ace-exchange";"4, 4, 2, 2, 3, 4, 4, 2, 3, 2, 4, 3, 3, 2, 4, 4, 4, 2, 1, 4, 3, 4, 4, 2, 1, 3, 3, 2, 4, 4, 2, 1, 3, 1, 1, 1, 3, 3, 2, 2, 3, 3, 4, 4, 2, 4, 4, 4, 2, 2, 1, 2, 2, 3, 3, 4, 3, 2, 1, 3, 2, 1, 3, 3, 4, 2, 1, 3, 3, 1, 1, 4, 4, 3, 4, 3, 2, 1, 2, 1, 1, 4, 1, 1, 3, 4, 3, 4, 4, 4, 4, 2, 4, 2, 4, 2, 4, 2, 1, 3, 3, 4, 2, 3, 1, 1, 3, 2, 4, 1, 2, 1, 3, 3, 4, 2, 2, 3, 3, 2, 2, 3, 3, 1, 4, 2, 2, 4, 2, 3, 1, 4, 1, 4, 3, 2, 4, 1, 2, 2, 3, 2, 1, 3, 1, 1, 4, 4, 3, 3, 3, 2, 4, 2, 1, 1, 3, 1, 3, 4, 4, 1, 2, 1, 4, 4, 2, 3, 4, 1, 2, 1, 3, 3, 4, 2, 1, 4, 3, 1, 1, 4, 1, 4, 2, 4, 3, 2, 1, 1, 2, 1, 4, 4, 3, 4, 3, 1, 3, 4, 2, 1, 4, 4, 1, 2, 2, 3, 1, 1, 4, 3, 1, 3, 3, 1, 2, 3, 2, 2, 2, 1, 2, 3, 3, 1, 3, 2, 3, 2, 4, 1, 1, 3, 4, 1, 3, 3, 4, 1, 3, 1, 4, 2, 3, 3, 1, 2, 1, 3, 2, 4, 4, 4, 4, 1, 2, 3, 2, 2, 2, 2, 2, 4, 1, 1, 4, 3, 1, 4, 4, 2, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 2, 2, 3, 3, 2, 4, 1, 4, 1, 1, 2, 2, 4, 2, 3, 1, 1, 3"
"N300_M6_uniform_G6W8N7V3";"G6W8N7V3";300;6;"uniform";"k-means-exchange";"3, 3, 3, 3, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 4, 3, 2, 2, 3, 4, 4, 2, 4, 3, 1, 1, 2, 2, 3, 1, 4, 4, 3, 3, 2, 2, 2, 2, 2, 4, 3, 1, 1, 4, 3, 4, 2, 2, 1, 3, 3, 1, 3, 1, 2, 2, 1, 3, 1, 2, 2, 2, 1, 3, 1, 2, 1, 4, 4, 2, 3, 2, 3, 3, 1, 2, 3, 2, 1, 1, 1, 2, 2, 2, 3, 2, 4, 4, 3, 1, 3, 1, 2, 2, 3, 3, 4, 4, 3, 4, 4, 1, 1, 4, 3, 2, 4, 4, 1, 2, 3, 1, 2, 1, 3, 2, 1, 3, 3, 2, 1, 3, 3, 3, 2, 4, 4, 2, 1, 1, 4, 4, 2, 1, 1, 4, 3, 3, 3, 4, 4, 2, 3, 4, 2, 1, 4, 4, 2, 3, 4, 4, 4, 1, 3, 3, 4, 3, 4, 1, 4, 1, 3, 3, 1, 2, 2, 1, 1, 2, 4, 4, 1, 4, 1, 2, 2, 2, 4, 1, 2, 2, 3, 3, 2, 1, 4, 4, 2, 3, 4, 1, 3, 2, 1, 2, 4, 1, 3, 2, 2, 3, 4, 4, 2, 4, 3, 1, 2, 2, 1, 1, 4, 4, 2, 3, 4, 2, 3, 1, 3, 1, 1, 3, 1, 1, 4, 4, 1, 4, 4, 3, 4, 2, 4, 1, 3, 1, 1, 4, 2, 4, 2, 4, 3, 4, 1, 3, 4, 4, 1, 1, 1, 1, 3, 3, 1, 4, 4, 2, 3, 2, 4, 2, 3, 3, 1, 1, 4, 3, 2, 4, 2, 2, 3, 3, 3, 2, 4, 1, 4, 4, 1, 1, 4, 3, 2, 3, 4, 2, 1, 4, 2, 3, 1, 4, 2, 4, 3, 3"
"N300_M6_uniform_G6W8N7V3";"G6W8N7V3";300;6;"uniform";"kplus";"3, 2, 1, 2, 1, 2, 2, 3, 2, 1, 1, 2, 1, 3, 2, 3, 3, 4, 1, 2, 4, 1, 3, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 3, 3, 2, 4, 3, 2, 4, 3, 3, 3, 1, 1, 1, 4, 4, 3, 1, 1, 3, 4, 3, 2, 2, 4, 2, 4, 3, 2, 4, 1, 1, 2, 3, 2, 1, 2, 4, 3, 1, 1, 3, 4, 3, 2, 1, 1, 1, 3, 4, 4, 2, 1, 3, 1, 4, 3, 1, 4, 3, 3, 1, 1, 1, 1, 3, 3, 4, 3, 1, 4, 4, 4, 3, 1, 2, 4, 1, 2, 3, 4, 4, 3, 3, 2, 2, 3, 1, 4, 4, 1, 3, 1, 1, 1, 1, 3, 4, 4, 4, 3, 2, 2, 2, 4, 4, 3, 3, 3, 4, 4, 4, 3, 2, 2, 3, 1, 4, 2, 1, 2, 1, 4, 2, 2, 2, 4, 1, 3, 1, 4, 3, 2, 4, 2, 4, 4, 3, 2, 4, 1, 3, 1, 2, 3, 3, 4, 3, 3, 2, 1, 4, 1, 2, 2, 2, 3, 4, 3, 1, 3, 3, 4, 4, 1, 2, 2, 4, 3, 3, 2, 4, 3, 4, 3, 3, 1, 2, 3, 4, 4, 1, 1, 4, 1, 3, 1, 4, 2, 3, 2, 4, 3, 1, 4, 4, 2, 4, 2, 2, 3, 1, 4, 3, 1, 1, 1, 1, 1, 4, 2, 2, 1, 1, 2, 2, 3, 1, 2, 2, 4, 1, 3, 2, 2, 3, 2, 4, 4, 1, 4, 1, 1, 4, 3, 2, 2, 4, 2, 1, 3, 2, 4, 4, 3, 4, 1, 1, 4, 2, 2, 3, 1, 1, 4, 3, 2, 2, 4, 3, 1, 1, 4, 4, 4, 3, 2, 3"
"N300_M6_uniform_G6W8N7V3";"G6W8N7V3";300;6;"uniform";"random";"4, 2, 4, 1, 4, 2, 2, 4, 1, 2, 1, 4, 1, 1, 1, 3, 3, 3, 1, 2, 1, 1, 2, 1, 1, 4, 2, 3, 1, 3, 1, 3, 2, 2, 3, 2, 2, 1, 2, 1, 3, 3, 4, 3, 3, 1, 3, 4, 3, 2, 3, 2, 4, 4, 3, 2, 4, 2, 3, 4, 1, 4, 1, 3, 1, 1, 1, 3, 1, 1, 4, 4, 2, 1, 3, 3, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 1, 1, 2, 1, 1, 2, 4, 4, 1, 3, 3, 2, 3, 2, 3, 4, 2, 1, 4, 3, 4, 3, 3, 1, 2, 3, 3, 1, 1, 3, 3, 2, 3, 2, 3, 3, 1, 4, 2, 3, 4, 1, 4, 2, 2, 1, 4, 3, 4, 1, 2, 3, 4, 2, 2, 4, 2, 3, 4, 3, 4, 1, 3, 1, 2, 3, 1, 1, 3, 2, 1, 1, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 3, 4, 3, 3, 4, 4, 1, 4, 2, 2, 2, 1, 3, 4, 1, 2, 2, 4, 3, 4, 3, 4, 2, 4, 4, 1, 2, 1, 1, 2, 3, 3, 3, 3, 4, 2, 1, 2, 3, 1, 1, 3, 4, 4, 3, 2, 3, 4, 3, 1, 3, 3, 4, 2, 1, 4, 2, 4, 2, 3, 4, 3, 2, 3, 4, 4, 1, 1, 2, 4, 4, 1, 1, 4, 2, 3, 1, 4, 4, 4, 2, 3, 4, 4, 3, 4, 1, 1, 1, 2, 1, 4, 3, 2, 2, 4, 4, 2, 1, 4, 4, 4, 3, 4, 3, 2, 2, 4, 1, 2, 1, 4, 4, 2, 3, 1, 1, 3, 2, 3, 2, 1, 4, 4, 3, 2, 2, 1, 2, 1, 4, 2"
"N288_M1_normal-wide_R9T5Q7A4";"R9T5Q7A4";288;1;"normal-wide";"ace-exchange";"2, 2, 2, 4, 4, 2, 1, 1, 3, 1, 3, 3, 3, 4, 1, 2, 2, 3, 3, 4, 4, 3, 4, 4, 4, 2, 1, 4, 1, 2, 3, 4, 1, 1, 3, 1, 1, 1, 4, 4, 3, 2, 4, 1, 1, 1, 4, 3, 3, 3, 4, 3, 2, 1, 3, 4, 3, 1, 2, 4, 4, 4, 2, 4, 1, 3, 2, 3, 2, 2, 2, 4, 2, 4, 3, 2, 4, 3, 4, 4, 4, 1, 2, 1, 1, 2, 3, 4, 1, 2, 1, 2, 3, 3, 4, 1, 3, 4, 1, 2, 4, 1, 2, 1, 1, 2, 4, 2, 2, 3, 3, 3, 2, 1, 2, 4, 1, 1, 4, 3, 4, 1, 1, 3, 3, 3, 1, 4, 4, 3, 4, 2, 3, 3, 2, 2, 1, 4, 1, 1, 2, 2, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 4, 4, 2, 1, 3, 3, 1, 2, 3, 3, 4, 4, 2, 4, 3, 1, 1, 4, 2, 1, 2, 1, 3, 4, 1, 2, 1, 4, 2, 3, 2, 2, 1, 2, 2, 3, 4, 4, 2, 2, 1, 3, 4, 3, 1, 4, 1, 3, 4, 1, 3, 3, 1, 4, 1, 2, 3, 4, 3, 4, 2, 3, 3, 2, 4, 3, 4, 3, 3, 4, 3, 1, 2, 2, 3, 1, 4, 3, 2, 2, 1, 1, 4, 2, 3, 4, 2, 1, 1, 3, 1, 3, 1, 2, 4, 4, 4, 3, 2, 2, 4, 2, 2, 4, 4, 3, 4, 1, 3, 2, 1, 1, 1, 1, 1, 3, 1, 2, 3, 1, 3, 1, 4, 2, 4, 4, 2, 3, 1, 3, 4, 3, 3, 4"
"N288_M1_normal-wide_R9T5Q7A4";"R9T5Q7A4";288;1;"normal-wide";"k-means-exchange";"3, 4, 2, 1, 2, 1, 2, 3, 1, 3, 4, 4, 1, 1, 3, 2, 1, 3, 3, 2, 1, 1, 3, 3, 1, 4, 3, 4, 1, 3, 4, 1, 3, 2, 4, 4, 4, 4, 3, 2, 3, 2, 4, 4, 3, 4, 2, 2, 2, 3, 2, 1, 4, 1, 4, 1, 3, 1, 2, 2, 1, 2, 3, 4, 3, 2, 4, 4, 4, 4, 2, 4, 2, 2, 4, 2, 4, 4, 1, 2, 3, 1, 3, 2, 2, 4, 3, 1, 1, 1, 4, 1, 1, 1, 4, 4, 3, 4, 1, 3, 3, 2, 1, 3, 4, 4, 2, 4, 3, 1, 4, 2, 1, 3, 3, 1, 1, 4, 2, 4, 1, 3, 2, 2, 1, 3, 3, 4, 2, 2, 3, 1, 4, 2, 2, 4, 2, 4, 2, 2, 1, 3, 1, 3, 4, 2, 2, 4, 3, 3, 2, 4, 4, 3, 2, 4, 3, 2, 3, 3, 2, 2, 2, 4, 3, 3, 3, 1, 4, 4, 3, 1, 3, 3, 1, 1, 1, 2, 3, 1, 4, 1, 4, 2, 1, 3, 3, 4, 3, 4, 1, 2, 3, 4, 3, 3, 3, 2, 2, 4, 4, 3, 1, 3, 1, 4, 3, 4, 3, 3, 2, 2, 3, 2, 2, 3, 2, 1, 1, 1, 4, 3, 2, 4, 1, 2, 1, 1, 1, 4, 1, 1, 4, 3, 3, 4, 1, 1, 3, 3, 1, 2, 3, 2, 2, 1, 2, 4, 1, 4, 4, 2, 1, 1, 2, 2, 3, 4, 1, 1, 4, 1, 4, 4, 2, 4, 2, 4, 2, 2, 4, 3, 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 3, 2, 3, 4, 1, 2"
"N288_M1_normal-wide_R9T5Q7A4";"R9T5Q7A4";288;1;"normal-wide";"kplus";"4, 3, 3, 2, 3, 3, 1, 3, 3, 4, 1, 4, 3, 2, 3, 2, 4, 4, 3, 2, 3, 2, 1, 3, 1, 1, 2, 3, 1, 2, 4, 4, 1, 3, 1, 3, 3, 2, 3, 1, 2, 2, 3, 1, 4, 3, 3, 2, 2, 4, 3, 3, 3, 1, 2, 2, 2, 2, 2, 4, 3, 2, 3, 1, 1, 1, 1, 2, 4, 2, 4, 1, 1, 2, 3, 1, 3, 3, 2, 4, 3, 3, 1, 1, 1, 3, 1, 2, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 1, 2, 2, 2, 4, 4, 2, 1, 2, 1, 3, 2, 4, 4, 4, 4, 1, 4, 1, 4, 3, 4, 3, 1, 4, 3, 4, 1, 3, 2, 4, 1, 4, 3, 2, 1, 3, 3, 1, 1, 4, 4, 4, 3, 4, 3, 2, 3, 4, 3, 2, 2, 1, 2, 4, 4, 2, 2, 2, 1, 3, 3, 1, 4, 3, 4, 3, 1, 2, 4, 3, 3, 4, 2, 2, 2, 4, 1, 4, 3, 1, 4, 3, 1, 4, 4, 1, 2, 1, 1, 3, 2, 2, 4, 1, 1, 2, 2, 2, 3, 3, 4, 3, 1, 2, 1, 1, 4, 2, 2, 1, 2, 3, 3, 4, 2, 4, 4, 2, 1, 4, 4, 1, 2, 4, 2, 4, 1, 3, 3, 1, 3, 1, 2, 1, 3, 4, 3, 2, 2, 4, 3, 2, 2, 2, 1, 2, 2, 1, 1, 3, 2, 4, 1, 1, 2, 4, 4, 1, 4, 4, 3, 3, 1, 1, 3, 4, 1, 2, 2, 1, 1, 2, 3, 1, 4, 4, 4, 2, 1, 1, 2, 3, 3, 3, 1, 1, 1, 4, 2"
"N288_M1_normal-wide_R9T5Q7A4";"R9T5Q7A4";288;1;"normal-wide";"random";"2, 4, 4, 1, 3, 3, 1, 2, 3, 4, 4, 3, 1, 2, 4, 1, 1, 2, 1, 1, 3, 4, 1, 2, 4, 4, 4, 4, 3, 3, 3, 4, 4, 1, 3, 4, 1, 4, 4, 4, 3, 1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 1, 4, 2, 3, 2, 2, 2, 3, 4, 3, 2, 2, 3, 3, 4, 1, 2, 3, 3, 2, 2, 3, 1, 2, 4, 1, 3, 2, 4, 4, 4, 2, 3, 4, 1, 1, 2, 2, 4, 3, 4, 4, 1, 2, 3, 3, 4, 1, 4, 2, 1, 3, 2, 3, 2, 1, 2, 3, 1, 1, 3, 2, 1, 4, 2, 2, 4, 3, 1, 4, 2, 2, 2, 1, 1, 3, 4, 4, 1, 1, 1, 2, 3, 3, 3, 4, 1, 2, 1, 1, 2, 4, 3, 4, 4, 2, 4, 1, 2, 3, 4, 1, 3, 1, 2, 4, 3, 1, 3, 2, 4, 3, 2, 3, 3, 1, 2, 1, 1, 3, 3, 2, 2, 4, 1, 4, 3, 3, 3, 1, 3, 1, 4, 4, 4, 3, 4, 1, 2, 2, 1, 1, 4, 3, 1, 2, 3, 2, 3, 4, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 2, 4, 3, 1, 1, 2, 3, 4, 3, 4, 4, 3, 2, 2, 2, 2, 4, 1, 3, 2, 3, 3, 4, 4, 4, 2, 2, 2, 4, 2, 4, 1, 2, 4, 4, 4, 3, 2, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 3, 1, 2, 1, 2, 2, 4, 3, 2, 2, 2, 3, 2, 3, 4, 1, 2, 2, 4, 1, 4"
"N216_M6_normal-wide_Q8Z7G6H3";"Q8Z7G6H3";216;6;"normal-wide";"ace-exchange";"1, 4, 2, 3, 4, 2, 4, 4, 4, 3, 2, 3, 3, 3, 1, 4, 1, 2, 3, 3, 4, 1, 1, 4, 1, 2, 1, 4, 1, 4, 3, 3, 1, 2, 3, 3, 1, 3, 2, 2, 4, 4, 2, 4, 1, 4, 4, 1, 1, 1, 2, 3, 1, 2, 3, 1, 4, 3, 3, 2, 2, 3, 4, 3, 3, 1, 4, 2, 4, 1, 2, 2, 3, 4, 3, 2, 2, 3, 3, 2, 1, 1, 1, 3, 1, 4, 3, 1, 3, 3, 3, 2, 4, 4, 4, 1, 1, 1, 1, 1, 2, 4, 4, 1, 3, 1, 2, 3, 3, 2, 4, 4, 3, 1, 1, 3, 2, 4, 3, 3, 2, 4, 2, 4, 3, 2, 3, 4, 1, 1, 3, 1, 4, 1, 4, 4, 1, 1, 4, 4, 1, 3, 3, 4, 2, 1, 2, 3, 4, 3, 2, 4, 4, 2, 4, 2, 1, 2, 2, 3, 3, 4, 2, 4, 2, 1, 1, 3, 2, 2, 1, 3, 3, 1, 2, 4, 4, 1, 2, 4, 3, 1, 2, 4, 2, 4, 3, 2, 2, 1, 1, 2, 1, 1, 2, 1, 3, 3, 2, 3, 4, 4, 2, 1, 4, 3, 2, 2, 2, 4, 1, 2, 2, 2, 4, 3"
"N216_M6_normal-wide_Q8Z7G6H3";"Q8Z7G6H3";216;6;"normal-wide";"k-means-exchange";"4, 3, 1, 3, 1, 2, 4, 4, 1, 4, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 4, 1, 2, 4, 1, 3, 4, 4, 4, 4, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 3, 3, 4, 1, 1, 4, 4, 3, 4, 2, 1, 1, 1, 2, 3, 3, 4, 1, 3, 4, 4, 2, 3, 3, 2, 4, 3, 1, 3, 3, 1, 4, 3, 1, 2, 4, 3, 2, 2, 1, 2, 3, 1, 4, 2, 2, 3, 2, 4, 2, 3, 1, 1, 1, 4, 3, 4, 3, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 4, 1, 4, 2, 2, 3, 1, 1, 2, 4, 2, 3, 3, 3, 1, 4, 4, 2, 4, 1, 3, 3, 2, 1, 2, 3, 1, 4, 4, 1, 3, 1, 3, 1, 4, 2, 2, 4, 1, 2, 2, 4, 4, 3, 4, 4, 4, 3, 1, 3, 1, 4, 4, 3, 1, 2, 4, 2, 1, 2, 3, 4, 3, 2, 4, 4, 4, 4, 2, 1, 3, 4, 2, 4, 3, 3, 4, 3, 1, 1, 3, 2, 4, 1, 3"
"N216_M6_normal-wide_Q8Z7G6H3";"Q8Z7G6H3";216;6;"normal-wide";"kplus";"3, 1, 1, 2, 1, 2, 1, 2, 3, 3, 1, 2, 4, 1, 1, 3, 1, 1, 2, 1, 3, 4, 2, 4, 1, 3, 4, 4, 4, 4, 3, 2, 1, 4, 3, 2, 4, 4, 4, 4, 1, 1, 2, 4, 3, 4, 1, 1, 2, 4, 1, 2, 4, 3, 1, 2, 1, 4, 1, 3, 4, 2, 2, 2, 2, 4, 1, 2, 1, 4, 4, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 4, 3, 4, 2, 2, 4, 2, 3, 2, 2, 1, 3, 3, 2, 3, 1, 1, 3, 1, 3, 3, 2, 1, 1, 3, 3, 3, 2, 4, 1, 1, 3, 1, 4, 4, 4, 2, 1, 1, 3, 2, 2, 4, 1, 4, 3, 1, 4, 2, 3, 1, 3, 4, 4, 1, 4, 1, 2, 1, 4, 4, 4, 1, 3, 3, 1, 3, 2, 2, 1, 4, 2, 2, 4, 2, 2, 2, 3, 4, 2, 3, 3, 2, 4, 3, 3, 1, 1, 1, 1, 4, 2, 3, 3, 3, 1, 3, 3, 3, 1, 3, 2, 2, 2, 3, 1, 2, 4, 2, 4, 3, 4, 3, 1, 4, 2, 2, 1, 3, 1, 4, 2, 1, 4, 4, 4, 2, 2, 2, 1, 4, 4, 4, 4"
"N216_M6_normal-wide_Q8Z7G6H3";"Q8Z7G6H3";216;6;"normal-wide";"random";"2, 2, 1, 1, 4, 2, 3, 4, 3, 3, 4, 4, 4, 1, 3, 4, 3, 1, 4, 4, 2, 2, 4, 2, 1, 2, 1, 3, 2, 3, 4, 4, 1, 4, 3, 2, 1, 2, 3, 1, 3, 2, 2, 3, 1, 2, 1, 3, 3, 4, 1, 3, 3, 1, 4, 1, 1, 1, 4, 1, 2, 2, 4, 3, 1, 2, 3, 1, 2, 1, 3, 3, 4, 4, 3, 1, 4, 2, 2, 3, 2, 1, 4, 2, 1, 3, 3, 1, 2, 3, 4, 1, 1, 3, 3, 4, 2, 3, 3, 2, 3, 2, 1, 3, 3, 4, 3, 2, 2, 3, 1, 1, 4, 1, 1, 4, 1, 2, 4, 2, 2, 2, 4, 2, 2, 4, 4, 3, 3, 4, 4, 1, 4, 1, 2, 3, 1, 1, 2, 4, 3, 4, 3, 1, 2, 4, 2, 4, 3, 3, 1, 1, 1, 1, 4, 4, 1, 1, 2, 2, 4, 4, 3, 3, 4, 2, 1, 2, 2, 4, 2, 2, 3, 1, 3, 2, 3, 4, 2, 1, 1, 4, 1, 4, 4, 4, 1, 3, 3, 1, 3, 4, 1, 2, 4, 2, 4, 3, 1, 4, 4, 2, 3, 3, 3, 2, 4, 1, 3, 2, 1, 2, 4, 2, 2, 3"
